# PE [kJ/mol]    KE [kJ/mol]
-4.501489419422258109e+00 4.469498502316948674e+00
-4.073171758582570412e+00 4.729293522059595745e+00
-4.520316798565882976e+00 2.902176068088130112e+00
-4.520636653537311034e+00 5.559392172988912861e-01
-4.010034035089057092e+00 3.197775822418444491e+00
-1.065709948688282172e+00 7.139380273110941033e+00
-7.014892405926769214e-01 1.811840345989150558e+00
-2.531226147076449440e+00 5.466337374080048939e+00
-1.166991426108623386e+00 4.725623818307432167e+00
-4.024276187433703633e+00 7.222392276740435157e+00
-4.578853361225267982e+00 9.598947971350042963e+00
-2.469097513399373334e+00 7.330148146007925192e+00
-2.418729475914357163e+00 8.143592647935745665e-01
-2.252167828510347469e+00 2.478375290857913082e+00
-2.089319795285692560e+00 9.785891611481326580e-01
-2.958375802066822047e+00 2.408805566935849907e+00
-4.287838114459004757e+00 4.832602739135299252e+00
-4.429875133255606556e+00 2.962918308022398417e+00
-4.048811818489282288e+00 6.076617163450198866e+00
-4.161156907958208251e+00 3.246224475425610212e+00
-4.169007075275994900e+00 3.925568915527712477e+00
-4.464950096572861682e+00 8.593769953454422961e+00
-4.396756879354614789e+00 7.501020023229040490e+00
-3.259670335924235829e+00 6.868053527749601983e+00
-2.291651756509781812e+00 8.274740161564364538e-01
-2.689866521249001607e+00 6.686404041431770473e+00
-3.744289562310285646e-01 1.720122843629200871e+00
-1.989138133015234011e+00 2.015052006431511167e+00
-3.638428486407576656e-01 1.032685337046319818e+00
-2.588276572861417435e+00 3.483812419142271022e+00
-3.533822489740582995e+00 5.819708369533855397e+00
-3.231604474078631384e+00 2.413296129753253805e+00
-3.902400461645512131e+00 1.509681964081378780e+00
-4.562781671747415224e+00 3.860748264121501627e+00
-3.902716613581018734e+00 6.474791177912100792e+00
-4.436418611592747752e+00 2.908693277638590313e+00
-4.533825566820066655e+00 6.260954766372500702e-01
-3.910368841164227227e+00 1.649049456144232595e+00
-4.211187840524369008e+00 3.209957258301573635e+00
-4.618289932778481877e+00 9.525498275572406470e+00
-4.160873548888375240e+00 4.351896081321771526e+00
-4.368433128477890115e+00 6.071665705265873569e+00
-4.434377012810603702e+00 5.076244729377966003e+00
-2.685217439488237545e+00 1.255347799849749713e+01
-2.305755245350867622e+00 3.703822214417933079e-02
-2.775943425182160418e+00 4.021415532365939072e+00
6.789573297837936394e-02 4.210986003353066387e+00
-2.818530148721780648e-01 1.156327256748489418e+01
-1.819193963827172134e+00 8.589149186742339737e+00
-3.748577971909660800e+00 4.322781558373065103e+00
-4.141668593100146900e+00 1.238359524789555577e+00
-4.465141773915493495e+00 5.323086979968113752e+00
-4.264855632619370063e+00 1.175139514848686062e+00
-4.373326218979831204e+00 4.414236153692619458e-01
-4.401167377854021012e+00 2.336760728538252341e+00
-4.400912525701079936e+00 3.836954854788949820e-01
-4.402027096368311021e+00 4.187098420034096158e+00
-4.021593314400661257e+00 4.352357060467793914e+00
-3.589432255123666593e+00 4.478403073105022614e+00
-4.284323245965505400e+00 3.418480630219139726e+00
-3.954780081768305866e+00 1.423128077008353820e+01
-1.799344015296876265e+00 4.170330154672614142e+00
-1.006628173457510655e+00 2.055059703667209969e-01
-2.227399742014806172e+00 9.495948508771324015e+00
-3.996064247235652012e+00 9.750486966450573334e+00
