# x [nm]    y [nm]    z [nm]
2.607296403482036951e+00 2.549576269552353835e+00 0.000000000000000000e+00
2.586110885768893031e+00 2.560295074806033355e+00 -2.161755693610400639e-02
2.596606158652374763e+00 2.553339216583967008e+00 -1.144034158017934177e-03
2.589249306520398086e+00 2.547266719468272989e+00 3.573929941391948764e-03
2.594701926756387778e+00 2.553170098154661005e+00 -2.269146226030371860e-02
2.594714084569549328e+00 2.530451726498656129e+00 -5.877371640328356989e-02
2.576623097283560426e+00 2.525606743603624693e+00 -6.204485034666415433e-02
2.551317260023346911e+00 2.525483934483714776e+00 -4.539359150708264373e-02
2.522269040610312540e+00 2.519159697882654037e+00 -5.886658114274138237e-02
2.519076001654139141e+00 2.528860835197565216e+00 -2.473684341440553214e-02
2.505721096973372752e+00 2.555358028487686894e+00 8.320993574436393037e-03
2.492199534198066946e+00 2.567230992999022909e+00 4.678428493643669445e-02
2.480160030960567141e+00 2.566839564520026151e+00 4.742482776229197533e-02
2.461687563716320248e+00 2.578848074168338833e+00 4.922543760454694411e-02
2.467869460754799960e+00 2.566783163623155062e+00 5.086657634499900521e-02
2.464329742005124668e+00 2.549838643352378753e+00 4.155856100796520569e-02
2.481517367039153932e+00 2.559716183451788307e+00 1.952704326766448520e-02
2.505044410804701638e+00 2.558104863171358545e+00 1.477611417711718021e-02
2.489948894311700300e+00 2.588662566683723742e+00 2.456346459433110183e-02
2.465141337786495246e+00 2.584904008580338086e+00 2.256701525363302707e-02
2.446358472870037382e+00 2.605565070736145739e+00 2.232504230656706321e-02
2.409567629874774131e+00 2.622060583791242738e+00 1.400011229979611187e-02
2.400792237996341338e+00 2.647469098898833639e+00 -1.548199399569442046e-02
2.429804649321979593e+00 2.662206919215976519e+00 -3.695412648096240565e-02
2.440697788188180617e+00 2.664402477593785790e+00 -4.828445858790898076e-02
2.463070738444591345e+00 2.636784522119613339e+00 -4.416746047770094691e-02
2.453072459924587001e+00 2.631463565578007202e+00 -6.536969070555852246e-02
2.449689822857024080e+00 2.637045675336910922e+00 -5.152926718362996206e-02
