# x [nm]    y [nm]    z [nm]
-3.111136825575581355e+00 -4.583849323191580893e+00 0.000000000000000000e+00
-3.106719960929877455e+00 -4.599925962881191488e+00 2.782863987667110427e-03
-3.096115557837485710e+00 -4.611841476513305338e+00 4.492385639749310600e-03
-3.065013417322464573e+00 -4.625597963422139358e+00 4.199458267718567464e-03
-3.078778938103720275e+00 -4.609749712345439399e+00 2.049543949464763259e-02
-3.077534709634286436e+00 -4.619805518908060904e+00 2.065765266967541439e-02
-3.075437439180745969e+00 -4.624839657310872099e+00 1.640846007505734200e-02
-3.076466727813423230e+00 -4.601568907708138312e+00 9.712685952310059351e-04
-3.070243935114500111e+00 -4.612682666945538301e+00 7.283690723031827335e-05
-3.026642972937273246e+00 -4.627009326991681881e+00 5.205438840462836211e-03
-3.002287053096592828e+00 -4.617190913376278516e+00 -6.642258253561867526e-03
-3.022661357495434409e+00 -4.615304293998365281e+00 -2.381842787429130220e-02
-3.016950766797924288e+00 -4.620698682299999582e+00 -6.463740692650085662e-03
-3.017326606751505658e+00 -4.619522096198032557e+00 1.576185405082809049e-02
-3.013704312548185271e+00 -4.640295808379918618e+00 1.927384314515284691e-02
-3.019615900657534269e+00 -4.633502681213024665e+00 5.369956416113760150e-02
-3.013259429992301452e+00 -4.644019401355175880e+00 4.652018824464862479e-02
-3.011063032155002706e+00 -4.617820799660391273e+00 4.878443120586924142e-02
-3.010773767770450693e+00 -4.604420768769987404e+00 4.327064114756117019e-02
-3.014517551524631855e+00 -4.582810259474453751e+00 1.326010394352932983e-02
-3.024774753358667301e+00 -4.590005923923020426e+00 -6.023621948302849277e-03
-3.038735392109071398e+00 -4.595107575063252625e+00 1.370175545991009908e-02
-3.035223490707382954e+00 -4.592639914285499891e+00 1.397183467832718157e-02
-3.019332811714025233e+00 -4.581867348509913285e+00 1.665014554822987630e-02
-3.008837634275526973e+00 -4.576516388110972500e+00 1.403940700177088927e-02
-3.001998738025316360e+00 -4.534997040620849518e+00 7.900704386920334027e-03
-3.000026643690542727e+00 -4.519664920973175626e+00 2.302170535134788476e-02
-3.004060180174436212e+00 -4.503676139101631115e+00 4.030841983978741827e-02
-2.998039122782548471e+00 -4.501502567952110567e+00 5.222043643462182666e-02
-3.015793995776327119e+00 -4.499758596752082340e+00 4.390290586572734993e-02
-3.008817422141780717e+00 -4.510911799822777901e+00 2.858088314210956160e-02
-3.007686345922333970e+00 -4.510314692775824419e+00 -1.691843925265515414e-03
-3.007629739782097911e+00 -4.522519751775332608e+00 -3.031657689430462474e-02
-2.999587166664060778e+00 -4.513540414600869077e+00 -4.216358674242180749e-02
-3.006025576102777208e+00 -4.517790381318201653e+00 -3.846987649482183635e-02
-3.000167540338183336e+00 -4.528977911509482368e+00 -2.938145103533198327e-02
-2.995807089594486605e+00 -4.502189097607796953e+00 -4.794631528829232381e-02
-3.010535904218626602e+00 -4.497980698819453060e+00 -8.404470731297145059e-02
-3.012849949850414877e+00 -4.502037478298341000e+00 -6.912811947225622200e-02
-3.006930646458988221e+00 -4.489659484849491733e+00 -6.174014044078190988e-02
-2.999706351122480186e+00 -4.471832210473618119e+00 -7.207840364872221406e-02
-3.000632589582023613e+00 -4.461646629547841414e+00 -6.452509217499446947e-02
