# x [nm]    y [nm]    z [nm]
2.703313370612924871e+00 2.330689236362434968e+00 0.000000000000000000e+00
2.667521001381253143e+00 2.339732881886508409e+00 2.283446720115415388e-03
2.630967416531926339e+00 2.322886880183753444e+00 1.091326664079424191e-02
2.593010699789230600e+00 2.318502691297116058e+00 -4.624083524897451211e-03
2.537648427070143153e+00 2.341840482798185352e+00 -8.036807297113944537e-03
2.491608620425586285e+00 2.373724656966599511e+00 -9.991208454603689448e-03
2.422291581553585260e+00 2.392618713500902494e+00 8.446244872166910195e-03
2.368128653678722717e+00 2.384363653069539790e+00 1.973962406606642392e-02
2.326716277545374911e+00 2.359261455263606422e+00 -1.148148737040177378e-02
2.300594903080373399e+00 2.370624526018937583e+00 -1.005621329372199252e-02
2.244364854550562338e+00 2.388273647784135090e+00 -1.820425758662265817e-02
2.204375407462408898e+00 2.379486624631234282e+00 -1.538965622018356391e-02
2.158464583774352352e+00 2.381957855364710941e+00 -5.338643352571451756e-03
2.123687350131659102e+00 2.377789255480360797e+00 2.649382975135107163e-02
2.088711385831381495e+00 2.391327463304229184e+00 3.844925602786382346e-02
2.053869194333604931e+00 2.383090256805626250e+00 3.428034271132984062e-02
2.005601187283468700e+00 2.368906167229231308e+00 9.172091283809150064e-03
1.979906912990161860e+00 2.323850762134629377e+00 -1.669203279482631835e-02
1.946120179907034453e+00 2.298678179307469982e+00 -2.462246373810215994e-02
1.927058847708904787e+00 2.281269169195910163e+00 -2.041953898935424533e-02
1.891502047254145280e+00 2.261927946139876688e+00 -2.064404548907445430e-02
1.821821871479571087e+00 2.238848029752477764e+00 -1.097234586332952039e-02
1.792573253766335695e+00 2.245820746137997759e+00 2.522849981899937671e-02
1.744594046580912217e+00 2.262099056154883492e+00 2.367312417796426857e-02
1.703206816233876264e+00 2.274393892141788776e+00 5.365750732119999727e-02
1.670034861064974230e+00 2.270503255817055699e+00 7.115255662460889807e-02
1.661482510862972717e+00 2.272383871664877208e+00 4.344960239185663431e-02
1.648190674607039830e+00 2.301710166807210634e+00 1.260485773850312033e-02
1.604573995013742982e+00 2.288242039314330345e+00 -1.912710325532162789e-02
1.571246979346032857e+00 2.276187040762641445e+00 -2.946415985903572121e-02
1.559659726801964297e+00 2.257937556781925093e+00 -4.465448380897906605e-02
1.550601588386719021e+00 2.244099737120292648e+00 -5.150385332612029965e-02
1.512042399850717977e+00 2.217387203638062410e+00 -5.232278929497230502e-02
1.446287217584948825e+00 2.199193598022051166e+00 -4.967516774527503537e-02
1.404953476225189846e+00 2.154552677368108959e+00 -2.321425652940561912e-02
1.352164531367791245e+00 2.145537773878719356e+00 -2.695259432095170604e-03
1.320250519250429910e+00 2.176888096355510616e+00 5.521664266283331235e-03
1.303030593801598691e+00 2.211459188586392344e+00 -5.738150616536923099e-03
1.278145929836218553e+00 2.215678351585202321e+00 -9.132925943727521548e-03
1.246402072009318962e+00 2.185670935546354166e+00 -1.146518125398922165e-02
1.251717242249899886e+00 2.168654772017744925e+00 -7.919356991032943868e-03
